,title,season,ep_index,entropy
183,Bewitched,02,20,4.673196820642479
184,Bewitched,02,21,4.623525106613985
185,Bewitched,02,22,4.6856622743433505
186,Bewitched,02,23,4.621638183600112
187,Bewitched,02,24,4.634281838956897
188,Bewitched,02,25,4.668585623825399
189,Bewitched,02,26,4.629061911427753
190,Bewitched,02,27,4.632422670426548
191,Bewitched,02,28,4.629038878157307
192,Bewitched,02,29,4.62183294010859
193,Bewitched,02,30,4.606677138864525
194,Bewitched,02,31,4.660298677136676
195,Bewitched,02,32,4.633927123048515
196,Bewitched,02,33,4.626938665214485
197,Bewitched,02,34,4.642637549401182
198,Bewitched,02,35,4.633365909181791
199,Bewitched,02,36,4.613538272472728
200,Bewitched,02,37,4.685820157795762
201,Bewitched,03,0,4.646303572444357
202,Bewitched,03,1,4.664911512178295
203,Bewitched,03,2,4.63788067499017
204,Bewitched,03,3,4.653561809826369
205,Bewitched,03,4,4.614580918233364
206,Bewitched,03,5,4.633093092953905
207,Bewitched,03,6,4.646157050066469
208,Bewitched,03,7,4.684547215793364
209,Bewitched,03,8,4.676929455872113
210,Bewitched,03,9,4.619503107727328
211,Bewitched,03,10,4.703496372517229
212,Bewitched,03,11,4.700778219789984
213,Bewitched,03,12,4.692944664568461
214,Bewitched,03,13,4.600128356297568
215,Bewitched,03,14,4.679914816166816
216,Bewitched,03,15,4.639186518570009
217,Bewitched,03,16,4.605749426712725
218,Bewitched,03,17,4.632162269548481
219,Bewitched,03,18,4.641656157560813
220,Bewitched,03,19,4.645431429286462
221,Bewitched,03,20,4.664161941153658
222,Bewitched,03,21,4.615079103545763
223,Bewitched,03,22,4.65111664961874
224,Bewitched,03,23,4.660360692663128
225,Bewitched,03,24,4.6583691391598085
226,Bewitched,03,25,4.640836616665165
227,Bewitched,03,26,4.629754440020041
228,Bewitched,03,27,4.650541511076556
229,Bewitched,03,28,4.627255661859525
230,Bewitched,03,29,4.6501826462318165
231,Bewitched,03,30,4.645993355041573
232,Bewitched,03,31,4.686287762158206
233,Bewitched,03,32,4.660064870300768
234,Bewitched,04,0,4.642755550731225
235,Bewitched,04,1,4.675956987656274
236,Bewitched,04,2,4.681583468093562
237,Bewitched,04,3,4.626469920969067
238,Bewitched,04,4,4.622708635744187
239,Bewitched,04,5,4.650385883199629
240,Bewitched,04,6,4.627894267833742
241,Bewitched,04,7,4.663980617064277
242,Bewitched,04,8,4.641491625681511
243,Bewitched,04,9,4.65255577442099
244,Bewitched,04,10,4.6617827027847305
245,Bewitched,04,11,4.590714999301876
246,Bewitched,04,12,4.59126701188157
247,Bewitched,04,13,4.654546065176933
248,Bewitched,04,14,4.628820258657741
249,Bewitched,04,15,4.660131761743003
250,Bewitched,04,16,4.664957497699869
251,Bewitched,04,17,4.628458731385605
252,Bewitched,04,18,4.61573413751977
253,Bewitched,04,19,4.637068451070711
254,Bewitched,04,20,4.667205769014833
255,Bewitched,04,21,4.639504373705473
256,Bewitched,04,22,4.644037105718823
257,Bewitched,04,23,4.606180550781099
258,Bewitched,04,24,4.634847621441646
259,Bewitched,04,25,4.616016526070599
260,Bewitched,04,26,4.63609962601031
261,Bewitched,04,27,4.668614662346169
262,Bewitched,04,28,4.634377691276836
263,Bewitched,04,29,4.676898041930093
264,Bewitched,04,30,4.624238049084785
265,Bewitched,04,31,4.633791704906426
266,Bewitched,04,32,4.664031488258101
267,Bewitched,05,0,4.633612773171001
268,Bewitched,05,1,4.654632945522114
269,Bewitched,05,2,4.645342197039601
270,Bewitched,05,3,4.633865116809977
271,Bewitched,05,4,4.635738467717576
272,Bewitched,05,5,4.6380449458890025
273,Bewitched,05,6,4.661118872473653
274,Bewitched,05,7,4.632696509414737
275,Bewitched,05,8,4.63466459600344
276,Bewitched,05,9,4.6877362077547
277,Bewitched,05,10,4.669906213031122
278,Bewitched,05,11,4.639344984229996
279,Bewitched,05,12,4.621113253801879
280,Bewitched,05,13,4.62445385505132
281,Bewitched,05,14,4.621515267002594
282,Bewitched,05,15,4.627204681147471
283,Bewitched,05,16,4.657310097927589
284,Bewitched,05,17,4.673276253980309
285,Bewitched,05,18,4.683446571998931
286,Bewitched,05,19,4.629524341096576
287,Bewitched,05,20,4.68391488527286
288,Bewitched,05,21,4.6763379685984265
289,Bewitched,05,22,4.647044101346784
290,Bewitched,05,23,4.648592043185278
291,Bewitched,05,24,4.650264746112981
292,Bewitched,05,25,4.6482294753982965
293,Bewitched,05,26,4.635778966146346
294,Bewitched,05,27,4.656316129132491
295,Bewitched,05,28,4.693188995324555
296,Bewitched,05,29,4.64566384995382
297,Bewitched,06,0,4.64608906209166
298,Bewitched,06,1,4.634135823891306
299,Bewitched,06,2,4.6687571888420845
300,Bewitched,06,3,4.620915348282522
301,Bewitched,06,4,4.653747120206907
302,Bewitched,06,5,4.628905143042651
303,Bewitched,06,6,4.622587205865477
304,Bewitched,06,7,4.664987961226819
305,Bewitched,06,8,4.612176648906348
306,Bewitched,06,9,4.644575180840632
307,Bewitched,06,10,4.644348972724656
308,Bewitched,06,11,4.64491503981419
309,Bewitched,06,12,4.634476752609142
310,Bewitched,06,13,4.612358187324585
311,Bewitched,06,14,4.593735777056846
312,Bewitched,06,15,4.6704622619008145
313,Bewitched,06,16,4.6625075528144135
314,Bewitched,06,17,4.631272579094267
315,Bewitched,06,18,4.627204505722411
316,Bewitched,06,19,4.66063552476295
317,Bewitched,06,20,4.62472188614327
318,Bewitched,06,21,4.621855817803847
319,Bewitched,06,22,4.690693967753681
320,Bewitched,06,23,4.60999557156728
321,Bewitched,06,24,4.6395019792364325
322,Bewitched,06,25,4.633249226740241
323,Bewitched,06,26,4.634110900756859
324,Bewitched,06,27,4.6241487000251915
325,Bewitched,06,28,4.661024403575654
326,Bewitched,06,29,4.6346061795996585
327,Get Smart,01,0,4.640762252868142
328,Get Smart,01,1,4.583637897753476
329,Get Smart,01,2,4.459843656087959
330,Get Smart,01,3,4.691021561086556
331,Get Smart,01,4,4.494477196428752
332,Get Smart,01,5,4.501660728543966
333,Get Smart,01,6,4.546155531149265
334,Get Smart,01,7,4.484365331959452
335,Get Smart,01,8,4.674612824821538
336,Get Smart,01,9,4.497804296347472
337,Get Smart,01,10,4.468316825055317
338,Get Smart,01,11,4.46421420518493
339,Get Smart,01,12,4.621513019086914
340,Get Smart,01,13,4.470638665750436
341,Get Smart,01,14,4.487011193552946
342,Get Smart,01,15,4.56756902999685
343,Get Smart,01,16,4.482356874495694
344,Get Smart,01,17,4.470434527991563
345,Get Smart,01,18,4.519030599462158
346,Get Smart,01,19,4.592506333099034
347,Get Smart,01,20,4.460740095160664
348,Get Smart,01,21,4.63289655615486
349,Get Smart,01,22,4.475330564004947
350,Get Smart,01,23,4.607922405123991
351,Get Smart,01,24,4.482087882683857
352,Get Smart,01,25,4.454606572148911
353,Get Smart,01,26,4.524383972389032
354,Get Smart,01,27,4.50193373186427
355,Get Smart,01,28,4.43144190904308
356,Get Smart,01,29,4.55287839833926
357,Get Smart,02,0,4.679753235927922
358,Get Smart,02,1,4.7359671761398054
359,Get Smart,02,2,4.770443280342117
360,Get Smart,02,3,4.683701385109964
361,Get Smart,02,4,4.728561301102245
362,Get Smart,02,5,4.7304030391534235
363,Get Smart,02,6,4.722306434576252
364,Get Smart,02,7,4.6771619018565165
365,Get Smart,02,8,4.684958987402931
366,Get Smart,02,9,4.672614307435432
367,Get Smart,02,10,4.680196132004943
368,Get Smart,02,11,4.720716588604789
369,Get Smart,02,12,4.7275925614094385
370,Get Smart,02,13,4.686101051812827
371,Get Smart,02,14,4.6972791454484435
372,Get Smart,02,15,4.701951346509455
373,Get Smart,02,16,4.712427323158437
374,Get Smart,02,17,4.7011142046841865
375,Get Smart,02,18,4.735252868206069
376,Get Smart,02,19,4.714140311591717
377,Get Smart,02,20,4.680631367374217
378,Get Smart,02,21,4.70732674130566
379,Get Smart,02,22,4.691621257757076
380,Get Smart,02,23,4.669738456102268
381,Get Smart,02,24,4.752184430043633
382,Get Smart,02,25,4.654753674980996
383,Get Smart,02,26,4.687676528665522
384,Get Smart,02,27,4.759325677492968
385,Get Smart,02,28,4.720919727595668
386,Get Smart,02,29,4.718031845014075
387,Get Smart,03,0,4.700655910798985
388,Get Smart,03,1,4.723078396938518
389,Get Smart,03,2,4.682520895165898
390,Get Smart,03,3,4.705609750006186
391,Get Smart,03,4,4.74858551523555
392,Get Smart,03,5,4.729804925054397
393,Get Smart,03,6,4.714226724137439
394,Get Smart,03,7,4.663738369644035
395,Get Smart,03,8,4.685517570856633
396,Get Smart,03,9,4.736614355653631
397,Get Smart,03,10,4.662180489500829
398,Get Smart,03,11,4.7159645488132345
399,Get Smart,03,12,4.729229844645544
400,Get Smart,03,13,4.684559500736783
401,Get Smart,03,14,4.7169694350631906
402,Get Smart,03,15,4.69448978955205
403,Get Smart,03,16,4.672644263579115
404,Get Smart,03,17,4.642125635327224
405,Get Smart,03,18,4.700023380750783
406,Get Smart,03,19,4.680795997591269
407,Get Smart,03,20,4.706927875574352
408,Get Smart,03,21,4.646839985915163
409,Get Smart,03,22,4.653346972546369
410,Get Smart,03,23,4.724059596074591
411,Get Smart,03,24,4.7037869362630556
412,Get Smart,03,25,4.722301451711067
413,Get Smart,04,0,4.706344586407218
414,Get Smart,04,1,4.726017599033588
415,Get Smart,04,2,4.660378365244742
416,Get Smart,04,3,4.647947156040569
417,Get Smart,04,4,4.705600006543128
418,Get Smart,04,5,4.676809542301403
419,Get Smart,04,6,4.6891570167162975
420,Get Smart,04,7,4.644129671094732
421,Get Smart,04,8,4.685987365106145
422,Get Smart,04,9,4.685845412439309
423,Get Smart,04,10,4.637388166707028
424,Get Smart,04,11,4.648095405318678
425,Get Smart,04,12,4.6816064197394684
426,Get Smart,04,13,4.681518862363823
427,Get Smart,04,14,4.6625387408579755
428,Get Smart,04,15,4.702591351287582
429,Get Smart,04,16,4.711392742137191
430,Get Smart,04,17,4.695112118566714
431,Get Smart,04,18,4.640706729851981
432,Get Smart,04,19,4.626439850708405
433,Get Smart,04,20,4.652914376710546
434,Get Smart,04,21,4.688984497841972
435,Get Smart,04,22,4.759502905969283
436,Get Smart,04,23,4.668927343445367
437,Get Smart,04,24,4.730592191538277
438,Get Smart,04,25,4.6798178596982005
439,Get Smart,05,0,4.672804662634873
440,Get Smart,05,1,4.729960198915009
441,Get Smart,05,2,4.65659267335179
442,Get Smart,05,3,4.648780846110889
443,Get Smart,05,4,4.669465595621545
444,Get Smart,05,5,4.670360438610287
445,Get Smart,05,6,4.677292667937901
446,Get Smart,05,7,4.688131432220662
447,Get Smart,05,8,4.641810920914676
448,Get Smart,05,9,4.65673429758351
449,Get Smart,05,10,4.677376481442302
450,Get Smart,05,11,4.66963590958175
451,Get Smart,05,12,4.685433730106839
452,Get Smart,05,13,4.691004611394284
453,Get Smart,05,14,4.652521842577704
454,Get Smart,05,15,4.65671776824229
455,Get Smart,05,16,4.626431971212909
456,Get Smart,05,17,4.651351706543258
457,Get Smart,05,18,4.714717903900112
458,Get Smart,05,19,4.702044428958672
459,Get Smart,05,20,4.613574911779908
460,Get Smart,05,21,4.650544348896447
461,Get Smart,05,22,4.703344566155283
462,Get Smart,05,23,4.680816834815375
463,Get Smart,05,24,4.641936654730524
464,Get Smart,05,25,4.666570624698441
465,I Dream of Jeannie,01,0,4.6370438234347064
466,I Dream of Jeannie,01,1,4.60025976448339
467,I Dream of Jeannie,01,2,4.5942766425673
468,I Dream of Jeannie,01,3,4.63617302388036
469,I Dream of Jeannie,01,4,4.611270860187982
470,I Dream of Jeannie,01,5,4.601213126935844
471,I Dream of Jeannie,01,6,4.6068611798249925
472,I Dream of Jeannie,01,7,4.631927898187228
473,I Dream of Jeannie,01,8,4.602685710572267
474,I Dream of Jeannie,01,9,4.59697349103296
475,I Dream of Jeannie,01,10,4.605737722729602
476,I Dream of Jeannie,01,11,4.6041662617869425
477,I Dream of Jeannie,01,12,4.65335243308372
478,I Dream of Jeannie,01,13,4.578600798587197
479,I Dream of Jeannie,01,14,4.622972550703665
480,I Dream of Jeannie,01,15,4.627796602523198
481,I Dream of Jeannie,01,16,4.612204119400646
482,I Dream of Jeannie,01,17,4.622317792520275
483,I Dream of Jeannie,01,18,4.633576821512309
484,I Dream of Jeannie,01,19,4.625026148416061
485,I Dream of Jeannie,01,20,4.606701837078411
486,I Dream of Jeannie,01,21,4.713920372948297
487,I Dream of Jeannie,01,22,4.637722534253364
488,I Dream of Jeannie,01,23,4.639040432726405
489,I Dream of Jeannie,01,24,4.643461933959062
490,I Dream of Jeannie,01,25,4.671316401754573
491,I Dream of Jeannie,01,26,4.614206140512454
492,I Dream of Jeannie,01,27,4.616912914791269
493,I Dream of Jeannie,01,28,4.603073057428109
494,I Dream of Jeannie,01,29,4.630274929188633
495,I Dream of Jeannie,02,0,4.775418697802204
496,I Dream of Jeannie,02,1,4.7262978810319565
497,I Dream of Jeannie,02,2,4.7445084048438675
498,I Dream of Jeannie,02,3,4.618434102161638
499,I Dream of Jeannie,02,4,4.673496113074852
500,I Dream of Jeannie,02,5,4.6631833383555925
501,I Dream of Jeannie,02,6,4.648252763602899
502,I Dream of Jeannie,02,7,4.641073729902892
503,I Dream of Jeannie,02,8,4.6507851203409105
504,I Dream of Jeannie,02,9,4.672792053209529
505,I Dream of Jeannie,02,10,4.663875752834465
506,I Dream of Jeannie,02,11,4.653759922841574
507,I Dream of Jeannie,02,12,4.678371561441963
508,I Dream of Jeannie,02,13,4.700463377319172
509,I Dream of Jeannie,02,14,4.697643265684771
510,I Dream of Jeannie,02,15,4.654256707143419
511,I Dream of Jeannie,02,16,4.649366188334619
512,I Dream of Jeannie,02,17,4.662897518301399
513,I Dream of Jeannie,02,18,4.630701439794682
514,I Dream of Jeannie,02,19,4.688745185821716
515,I Dream of Jeannie,02,20,4.617457662267522
516,I Dream of Jeannie,02,21,4.608063257970423
517,I Dream of Jeannie,02,22,4.636235815772693
518,I Dream of Jeannie,02,23,4.677886641437442
519,I Dream of Jeannie,02,24,4.648096798742394
520,I Dream of Jeannie,02,25,4.638609019653032
521,I Dream of Jeannie,02,26,4.656550954414368
522,I Dream of Jeannie,02,27,4.65305776970954
523,I Dream of Jeannie,02,28,4.6464210497429885
524,I Dream of Jeannie,02,29,4.653535842668746
525,I Dream of Jeannie,02,30,4.646421318215748
526,I Dream of Jeannie,03,0,4.689363942432852
527,I Dream of Jeannie,03,1,4.6645143353395335
528,I Dream of Jeannie,03,2,4.680692967207668
529,I Dream of Jeannie,03,3,4.631753029775031
530,I Dream of Jeannie,03,4,4.704684809541813
531,I Dream of Jeannie,03,5,4.659605939684744
532,I Dream of Jeannie,03,6,4.698889618648733
533,I Dream of Jeannie,03,7,4.654251914949432
534,I Dream of Jeannie,03,8,4.656265214058189
535,I Dream of Jeannie,03,9,4.664425228808549
536,I Dream of Jeannie,03,10,4.665209694018233
537,I Dream of Jeannie,03,11,4.666624973691674
538,I Dream of Jeannie,03,12,4.646978088078346
539,I Dream of Jeannie,03,13,4.680013281974166
540,I Dream of Jeannie,03,14,4.686051597479742
541,I Dream of Jeannie,03,15,4.692090602413708
542,I Dream of Jeannie,03,16,4.690553099817077
543,I Dream of Jeannie,03,17,4.693081476735072
544,I Dream of Jeannie,03,18,4.666359861125995
545,I Dream of Jeannie,03,19,4.69294599433359
546,I Dream of Jeannie,03,20,4.686991529810354
547,I Dream of Jeannie,03,21,4.634769603637279
548,I Dream of Jeannie,03,22,4.684922628813063
549,I Dream of Jeannie,03,23,4.6580506662162495
550,I Dream of Jeannie,03,24,4.652000273643293
551,I Dream of Jeannie,03,25,4.721521760204291
552,I Dream of Jeannie,04,0,4.688172516289562
553,I Dream of Jeannie,04,1,4.691815547482221
554,I Dream of Jeannie,04,2,4.71542727658643
555,I Dream of Jeannie,04,3,4.683930432847462
556,I Dream of Jeannie,04,4,4.676518594197558
557,I Dream of Jeannie,04,5,4.674345253569287
558,I Dream of Jeannie,04,6,4.717132628283501
559,I Dream of Jeannie,04,7,4.654372030368399
560,I Dream of Jeannie,04,8,4.6413319645377955
561,I Dream of Jeannie,04,9,4.648781006962942
562,I Dream of Jeannie,04,10,4.636631736830519
563,I Dream of Jeannie,04,11,4.691830615371088
564,I Dream of Jeannie,04,12,4.670719158051983
565,I Dream of Jeannie,04,13,4.653425012908772
566,I Dream of Jeannie,04,14,4.680800125073448
567,I Dream of Jeannie,04,15,4.654873287663302
568,I Dream of Jeannie,04,16,4.659848106143685
569,I Dream of Jeannie,04,17,4.69700020886575
570,I Dream of Jeannie,04,18,4.710074038003626
571,I Dream of Jeannie,04,19,4.68892963231388
572,I Dream of Jeannie,04,20,4.655382563357234
573,I Dream of Jeannie,04,21,4.647352250288257
574,I Dream of Jeannie,04,22,4.643189922449682
575,I Dream of Jeannie,04,23,4.655358499934446
576,I Dream of Jeannie,04,24,4.706780172415872
577,I Dream of Jeannie,04,25,4.661844669504983
578,I Dream of Jeannie,05,0,4.735986921226954
579,I Dream of Jeannie,05,1,4.699293603693332
580,I Dream of Jeannie,05,2,4.657251929698673
581,I Dream of Jeannie,05,3,4.666233425063948
582,I Dream of Jeannie,05,4,4.697200963541967
583,I Dream of Jeannie,05,5,4.690530968783565
584,I Dream of Jeannie,05,6,4.667783011817374
585,I Dream of Jeannie,05,7,4.733129045506511
586,I Dream of Jeannie,05,8,4.715154204322493
587,I Dream of Jeannie,05,9,4.68882004801158
588,I Dream of Jeannie,05,10,4.671018015435106
589,I Dream of Jeannie,05,11,4.683048001311328
590,I Dream of Jeannie,05,12,4.701860072494475
591,I Dream of Jeannie,05,13,4.685591919394265
592,I Dream of Jeannie,05,14,4.702947763428385
593,I Dream of Jeannie,05,15,4.687322835300414
594,I Dream of Jeannie,05,16,4.675787479025722
595,I Dream of Jeannie,05,17,4.732033969155715
596,I Dream of Jeannie,05,18,4.682230612773841
597,I Dream of Jeannie,05,19,4.691016517496066
598,I Dream of Jeannie,05,20,4.693114876068268
599,I Dream of Jeannie,05,21,4.675025665099878
600,I Dream of Jeannie,05,22,4.677503262835717
601,I Dream of Jeannie,05,23,4.675179029625273
602,I Dream of Jeannie,05,24,4.661152839658606
603,I Dream of Jeannie,05,25,4.687109373845618
604,The Addams Family,01,0,4.689883529321998
605,The Addams Family,01,1,4.656104630181698
606,The Addams Family,01,2,4.679065296593012
607,The Addams Family,01,3,4.7488165182099245
608,The Addams Family,01,4,4.679356404767854
609,The Addams Family,01,5,4.67728846391897
610,The Addams Family,01,6,4.70637613483695
611,The Addams Family,01,7,4.664526401265919
612,The Addams Family,01,8,4.668999142514881
613,The Addams Family,01,9,4.713570959816121
614,The Addams Family,01,10,4.6576217657269225
615,The Addams Family,01,11,4.683680613847629
616,The Addams Family,01,12,4.694625635529283
617,The Addams Family,01,13,4.684253355812401
618,The Addams Family,01,14,4.701519152804839
619,The Addams Family,01,15,4.70088735568348
620,The Addams Family,01,16,4.6276794106257455
621,The Addams Family,01,17,4.636481126102756
622,The Addams Family,01,18,4.720908085344579
623,The Addams Family,01,19,4.69018529636855
624,The Addams Family,01,20,4.714398251357557
625,The Addams Family,01,21,4.675605130575905
626,The Addams Family,01,22,4.674798645427575
627,The Addams Family,01,23,4.681914825616128
628,The Addams Family,01,24,4.7035698359893106
629,The Addams Family,01,25,4.757238906378069
630,The Addams Family,01,26,4.6780824694016605
631,The Addams Family,01,27,4.698335686073794
632,The Addams Family,01,28,4.650526144656129
633,The Addams Family,01,29,4.64416962292936
634,The Addams Family,01,30,4.671824662514511
635,The Addams Family,01,31,4.653688721823152
636,The Addams Family,01,32,4.701263856157342
637,The Addams Family,01,33,4.677314215413055
638,The Addams Family,02,0,4.679611580189984
639,The Addams Family,02,1,4.703315771943302
640,The Addams Family,02,2,4.675779901376829
641,The Addams Family,02,3,4.668243971230964
642,The Addams Family,02,4,4.673513025546684
643,The Addams Family,02,5,4.708719372353858
644,The Addams Family,02,6,4.684059670652779
